review_id,category,brand,review_text,rating,true_sentiment,review_date,helpful_votes,verified_purchase,review_length,month,quarter,predicted_label,confidence_score,predicted_sentiment
REV02907,Sports,Under Armour,Incredible value for money. Works exactly as described.,4,positive,2024-11-01,4,True,55,11,4,POSITIVE,0.999871015548706,positive
REV02908,Home & Kitchen,Dyson,This product changed my life. So happy with my purchase!,4,positive,2024-10-09,68,False,56,10,4,POSITIVE,0.9998542070388794,positive
REV02909,Books,Penguin,"Amazing product, great customer service, fast shipping!",5,positive,2024-08-17,0,True,55,8,3,POSITIVE,0.9998639822006226,positive
REV02910,Sports,Under Armour,Outstanding quality and fast delivery. Will definitely buy again.,5,positive,2024-12-19,78,True,65,12,4,POSITIVE,0.9998725652694702,positive
REV02911,Automotive,Michelin,"Amazing product, great customer service, fast shipping!",4,positive,2024-02-10,136,False,55,2,1,POSITIVE,0.9998639822006226,positive
REV02912,Automotive,Michelin,Arrived on time. Product is as described. Nothing more.,4,neutral,2024-12-25,69,True,55,12,4,NEGATIVE,0.997026264667511,negative
REV02913,Fashion,Zara,Terrible quality control. Mine arrived broken. Very unhappy.,1,negative,2024-09-12,63,False,60,9,3,NEGATIVE,0.9997050166130066,negative
REV02914,Sports,Reebok,This product changed my life. So happy with my purchase!,5,positive,2024-04-28,109,True,56,4,2,POSITIVE,0.9998542070388794,positive
REV02915,Books,Random House,Terrible quality control. Mine arrived broken. Very unhappy.,2,negative,2024-09-27,104,False,60,9,3,NEGATIVE,0.9997050166130066,negative
REV02916,Fashion,Adidas,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-09-05,44,True,54,9,3,POSITIVE,0.9998214840888977,positive
REV02917,Electronics,Sony,Surprised by how good this is. Will order more.,5,positive,2024-03-25,105,True,47,3,1,POSITIVE,0.9998069405555725,positive
REV02918,Electronics,LG,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-10-18,149,False,64,10,4,POSITIVE,0.9998515844345093,positive
REV02919,Home & Kitchen,Dyson,Defective product. Very frustrated with this purchase.,2,negative,2024-10-29,39,True,54,10,4,NEGATIVE,0.9998204112052917,negative
REV02920,Beauty,MAC,It's fine. Not what I was hoping for but acceptable.,4,neutral,2024-07-23,142,False,52,7,3,POSITIVE,0.9996135830879211,positive
REV02921,Food & Grocery,Annie's,Functional product. Does the job. Pretty basic though.,4,neutral,2024-08-10,3,False,54,8,3,POSITIVE,0.9983128309249878,positive
REV02922,Fashion,Adidas,Outstanding quality and fast delivery. Will definitely buy again.,4,positive,2024-05-08,63,True,65,5,2,POSITIVE,0.9998725652694702,positive
REV02923,Automotive,3M,Arrived on time. Product is as described. Nothing more.,4,neutral,2024-11-02,21,True,55,11,4,NEGATIVE,0.997026264667511,negative
REV02924,Home & Kitchen,Ninja,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-05-28,76,True,59,5,2,POSITIVE,0.999882698059082,positive
REV02925,Food & Grocery,Annie's,Fantastic experience from start to finish. Love it!,5,positive,2024-02-04,78,True,51,2,1,POSITIVE,0.999889612197876,positive
REV02926,Electronics,Sony,Okay product. Delivery was average. Would consider alternatives.,3,neutral,2024-06-02,30,True,64,6,2,POSITIVE,0.9861683249473572,positive
REV02927,Beauty,CeraVe,Complete disappointment. Expected much better quality.,1,negative,2024-11-21,139,False,54,11,4,NEGATIVE,0.9997788071632385,negative
REV02928,Home & Kitchen,KitchenAid,Mediocre product. Does what you need it to do.,3,neutral,2024-06-16,98,False,46,6,2,NEGATIVE,0.9973958730697632,negative
REV02929,Home & Kitchen,Dyson,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-12-29,38,True,59,12,4,POSITIVE,0.999882698059082,positive
REV02930,Home & Kitchen,Dyson,This product changed my life. So happy with my purchase!,4,positive,2024-09-05,109,False,56,9,3,POSITIVE,0.9998542070388794,positive
REV02931,Fashion,Levi's,Cheap and flimsy. Fell apart immediately. Don't waste your money.,2,negative,2024-07-24,32,True,65,7,3,NEGATIVE,0.9996438026428223,negative
REV02932,Automotive,Meguiar's,Absolutely love this product! Exceeded all my expectations.,4,positive,2024-12-03,93,True,59,12,4,POSITIVE,0.999882698059082,positive
REV02933,Electronics,LG,Standard quality. Meets basic requirements.,3,neutral,2024-09-26,110,False,43,9,3,POSITIVE,0.9993390440940857,positive
REV02934,Food & Grocery,Trader Joe's,Works as expected. Would neither recommend nor discourage.,4,neutral,2024-01-04,79,True,58,1,1,NEGATIVE,0.88319993019104,negative
REV02935,Sports,Reebok,Outstanding quality and fast delivery. Will definitely buy again.,5,positive,2024-02-07,49,False,65,2,1,POSITIVE,0.9998725652694702,positive
REV02936,Automotive,Meguiar's,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-09-10,50,True,59,9,3,POSITIVE,0.999882698059082,positive
REV02937,Fashion,H&M,Horrible experience. Product looks nothing like the photos.,1,negative,2024-08-02,22,True,59,8,3,NEGATIVE,0.9995336532592773,negative
REV02938,Electronics,Samsung,Okay product. Delivery was average. Would consider alternatives.,4,neutral,2024-10-25,18,True,64,10,4,POSITIVE,0.9861683249473572,positive
REV02939,Food & Grocery,Trader Joe's,Absolutely love this product! Exceeded all my expectations.,4,positive,2024-04-04,75,False,59,4,2,POSITIVE,0.999882698059082,positive
REV02940,Sports,Reebok,Fantastic experience from start to finish. Love it!,4,positive,2024-05-18,126,False,51,5,2,POSITIVE,0.999889612197876,positive
REV02941,Electronics,LG,Mediocre product. Does what you need it to do.,3,neutral,2024-03-06,57,False,46,3,1,NEGATIVE,0.9973958730697632,negative
REV02942,Fashion,Nike,It's fine. Not what I was hoping for but acceptable.,3,neutral,2024-02-09,18,False,52,2,1,POSITIVE,0.9996135830879211,positive
REV02943,Electronics,Dell,Horrible experience. Product looks nothing like the photos.,1,negative,2024-12-21,61,True,59,12,4,NEGATIVE,0.9995336532592773,negative
REV02944,Automotive,Bosch,"Amazing product, great customer service, fast shipping!",4,positive,2024-05-10,9,True,55,5,2,POSITIVE,0.9998639822006226,positive
REV02945,Automotive,WeatherTech,Incredible value for money. Works exactly as described.,5,positive,2024-02-10,24,False,55,2,1,POSITIVE,0.999871015548706,positive
REV02946,Food & Grocery,Kirkland,Fantastic experience from start to finish. Love it!,5,positive,2024-07-06,63,True,51,7,3,POSITIVE,0.999889612197876,positive
REV02947,Books,Penguin,It's fine. Not what I was hoping for but acceptable.,3,neutral,2024-05-25,2,True,52,5,2,POSITIVE,0.9996135830879211,positive
REV02948,Electronics,Sony,Five stars! Perfect in every way. Couldn't be happier.,4,positive,2024-05-21,4,True,54,5,2,POSITIVE,0.9998214840888977,positive
REV02949,Home & Kitchen,Dyson,Surprised by how good this is. Will order more.,4,positive,2024-04-17,150,False,47,4,2,POSITIVE,0.9998069405555725,positive
REV02950,Books,HarperCollins,"Product is okay, does what it says. Nothing special.",3,neutral,2024-07-09,139,False,52,7,3,NEGATIVE,0.7464097142219543,neutral
REV02951,Sports,Nike,Mediocre product. Does what you need it to do.,3,neutral,2024-03-18,100,False,46,3,1,NEGATIVE,0.9973958730697632,negative
REV02952,Home & Kitchen,Cuisinart,Average quality. Works fine but nothing to write home about.,4,neutral,2024-07-14,72,False,60,7,3,NEGATIVE,0.9914780259132385,negative
REV02953,Beauty,Maybelline,Functional product. Does the job. Pretty basic though.,4,neutral,2024-03-08,51,True,54,3,1,POSITIVE,0.9983128309249878,positive
REV02954,Beauty,CeraVe,Do NOT buy this. Stopped working after a few days.,1,negative,2024-01-11,128,True,50,1,1,NEGATIVE,0.9997135996818542,negative
REV02955,Books,Random House,Fantastic experience from start to finish. Love it!,5,positive,2024-01-22,43,True,51,1,1,POSITIVE,0.999889612197876,positive
REV02956,Fashion,Levi's,Average quality. Works fine but nothing to write home about.,3,neutral,2024-12-20,72,True,60,12,4,NEGATIVE,0.9914780259132385,negative
REV02957,Fashion,Nike,Outstanding quality and fast delivery. Will definitely buy again.,5,positive,2024-07-12,25,True,65,7,3,POSITIVE,0.9998725652694702,positive
REV02958,Automotive,WeatherTech,Incredible value for money. Works exactly as described.,5,positive,2024-06-24,41,False,55,6,2,POSITIVE,0.999871015548706,positive
REV02959,Beauty,Maybelline,Average quality. Works fine but nothing to write home about.,3,neutral,2024-07-25,8,False,60,7,3,NEGATIVE,0.9914780259132385,negative
REV02960,Food & Grocery,Trader Joe's,Incredible value for money. Works exactly as described.,4,positive,2024-08-28,1,False,55,8,3,POSITIVE,0.999871015548706,positive
REV02961,Food & Grocery,Kirkland,Five stars! Perfect in every way. Couldn't be happier.,4,positive,2024-12-23,14,True,54,12,4,POSITIVE,0.9998214840888977,positive
REV02962,Beauty,L'Oreal,Best purchase I've made this year. Highly recommend to everyone.,4,positive,2024-02-07,146,False,64,2,1,POSITIVE,0.9998515844345093,positive
REV02963,Beauty,CeraVe,Exactly what I needed. Quality is top notch.,5,positive,2024-07-27,33,False,44,7,3,POSITIVE,0.9997501969337463,positive
REV02964,Home & Kitchen,Dyson,Fantastic experience from start to finish. Love it!,5,positive,2024-01-02,93,True,51,1,1,POSITIVE,0.999889612197876,positive
REV02965,Electronics,Samsung,Average quality. Works fine but nothing to write home about.,4,neutral,2024-06-03,4,True,60,6,2,NEGATIVE,0.9914780259132385,negative
REV02966,Automotive,Meguiar's,Complete disappointment. Expected much better quality.,1,negative,2024-07-17,132,False,54,7,3,NEGATIVE,0.9997788071632385,negative
REV02967,Electronics,Sony,Terrible product. Broke after one week of use. Very disappointed.,1,negative,2024-01-22,101,False,65,1,1,NEGATIVE,0.9998026490211487,negative
REV02968,Beauty,Neutrogena,Horrible experience. Product looks nothing like the photos.,1,negative,2024-09-28,22,False,59,9,3,NEGATIVE,0.9995336532592773,negative
REV02969,Sports,Nike,Okay product. Delivery was average. Would consider alternatives.,3,neutral,2024-04-20,150,True,64,4,2,POSITIVE,0.9861683249473572,positive
REV02970,Fashion,Adidas,This product changed my life. So happy with my purchase!,5,positive,2024-03-14,93,True,56,3,1,POSITIVE,0.9998542070388794,positive
REV02971,Electronics,Dell,Outstanding quality and fast delivery. Will definitely buy again.,5,positive,2024-08-23,94,False,65,8,3,POSITIVE,0.9998725652694702,positive
REV02972,Automotive,3M,Terrible quality control. Mine arrived broken. Very unhappy.,2,negative,2024-04-05,100,True,60,4,2,NEGATIVE,0.9997050166130066,negative
REV02973,Electronics,Dell,Standard quality. Meets basic requirements.,3,neutral,2024-08-25,89,False,43,8,3,POSITIVE,0.9993390440940857,positive
REV02974,Sports,Adidas,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-10-29,35,True,54,10,4,POSITIVE,0.9998214840888977,positive
REV02975,Automotive,Michelin,Okay product. Delivery was average. Would consider alternatives.,3,neutral,2024-05-26,84,True,64,5,2,POSITIVE,0.9861683249473572,positive
REV02976,Fashion,Nike,Mediocre product. Does what you need it to do.,3,neutral,2024-10-07,99,False,46,10,4,NEGATIVE,0.9973958730697632,negative
REV02977,Automotive,WeatherTech,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-07-22,103,True,54,7,3,POSITIVE,0.9998214840888977,positive
REV02978,Home & Kitchen,Cuisinart,Functional product. Does the job. Pretty basic though.,3,neutral,2024-09-09,126,True,54,9,3,POSITIVE,0.9983128309249878,positive
REV02979,Automotive,Meguiar's,This product changed my life. So happy with my purchase!,5,positive,2024-07-28,26,False,56,7,3,POSITIVE,0.9998542070388794,positive
REV02980,Home & Kitchen,Instant Pot,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-05-31,114,True,59,5,2,POSITIVE,0.999882698059082,positive
REV02981,Books,Random House,This product changed my life. So happy with my purchase!,5,positive,2024-02-02,93,False,56,2,1,POSITIVE,0.9998542070388794,positive
REV02982,Electronics,Apple,This product changed my life. So happy with my purchase!,5,positive,2024-02-04,112,True,56,2,1,POSITIVE,0.9998542070388794,positive
REV02983,Fashion,H&M,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-01-28,88,False,64,1,1,POSITIVE,0.9998515844345093,positive
REV02984,Electronics,Sony,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-04-17,62,False,54,4,2,POSITIVE,0.9998214840888977,positive
REV02985,Sports,Reebok,"Product is okay, does what it says. Nothing special.",4,neutral,2024-05-15,93,True,52,5,2,NEGATIVE,0.7464097142219543,neutral
REV02986,Fashion,Zara,It's fine. Not what I was hoping for but acceptable.,3,neutral,2024-06-12,117,True,52,6,2,POSITIVE,0.9996135830879211,positive
REV02987,Fashion,Levi's,Mediocre product. Does what you need it to do.,3,neutral,2024-06-02,103,True,46,6,2,NEGATIVE,0.9973958730697632,negative
REV02988,Books,Simon & Schuster,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-04-09,82,False,64,4,2,POSITIVE,0.9998515844345093,positive
REV02989,Sports,New Balance,Surprised by how good this is. Will order more.,5,positive,2024-07-10,119,True,47,7,3,POSITIVE,0.9998069405555725,positive
REV02990,Home & Kitchen,Dyson,Complete disappointment. Expected much better quality.,2,negative,2024-02-15,138,False,54,2,1,NEGATIVE,0.9997788071632385,negative
REV02991,Beauty,L'Oreal,Worst purchase ever. Complete waste of money. Avoid at all costs.,1,negative,2024-03-24,6,False,65,3,1,NEGATIVE,0.9998062252998352,negative
REV02992,Books,Random House,This product changed my life. So happy with my purchase!,5,positive,2024-03-14,122,True,56,3,1,POSITIVE,0.9998542070388794,positive
REV02993,Home & Kitchen,Dyson,Standard quality. Meets basic requirements.,3,neutral,2024-01-21,47,True,43,1,1,POSITIVE,0.9993390440940857,positive
REV02994,Automotive,3M,Standard quality. Meets basic requirements.,4,neutral,2024-08-23,96,True,43,8,3,POSITIVE,0.9993390440940857,positive
REV02995,Sports,Under Armour,This product changed my life. So happy with my purchase!,5,positive,2024-12-29,40,True,56,12,4,POSITIVE,0.9998542070388794,positive
REV02996,Automotive,3M,This product changed my life. So happy with my purchase!,5,positive,2024-01-12,147,True,56,1,1,POSITIVE,0.9998542070388794,positive
REV02997,Sports,Nike,Fantastic experience from start to finish. Love it!,4,positive,2024-03-30,132,False,51,3,1,POSITIVE,0.999889612197876,positive
REV02998,Sports,Under Armour,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-02-06,134,True,54,2,1,POSITIVE,0.9998214840888977,positive
REV02999,Electronics,LG,Incredible value for money. Works exactly as described.,5,positive,2024-06-17,68,False,55,6,2,POSITIVE,0.999871015548706,positive
REV03000,Home & Kitchen,Ninja,Exactly what I needed. Quality is top notch.,5,positive,2024-10-18,17,True,44,10,4,POSITIVE,0.9997501969337463,positive
REV03001,Beauty,L'Oreal,"Amazing product, great customer service, fast shipping!",5,positive,2024-05-05,54,True,55,5,2,POSITIVE,0.9998639822006226,positive
REV03002,Home & Kitchen,Ninja,"Poor quality, misleading description. Returning immediately.",2,negative,2024-09-09,115,False,60,9,3,NEGATIVE,0.9995051622390747,negative
REV03003,Food & Grocery,Trader Joe's,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-09-16,8,False,64,9,3,POSITIVE,0.9998515844345093,positive
REV03004,Books,Simon & Schuster,"Product is okay, does what it says. Nothing special.",4,neutral,2024-08-14,0,True,52,8,3,NEGATIVE,0.7464097142219543,neutral
REV03005,Automotive,Bosch,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-06-09,43,False,59,6,2,POSITIVE,0.999882698059082,positive
REV03006,Home & Kitchen,Instant Pot,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-12-28,76,True,59,12,4,POSITIVE,0.999882698059082,positive
REV03007,Home & Kitchen,Ninja,"Amazing product, great customer service, fast shipping!",5,positive,2024-07-06,129,True,55,7,3,POSITIVE,0.9998639822006226,positive
REV03008,Books,Random House,Incredible value for money. Works exactly as described.,5,positive,2024-01-02,110,True,55,1,1,POSITIVE,0.999871015548706,positive
REV03009,Electronics,Apple,"Amazing product, great customer service, fast shipping!",4,positive,2024-09-17,91,False,55,9,3,POSITIVE,0.9998639822006226,positive
REV03010,Sports,Reebok,Works as expected. Would neither recommend nor discourage.,3,neutral,2024-05-16,80,False,58,5,2,NEGATIVE,0.88319993019104,negative
REV03011,Beauty,L'Oreal,This product changed my life. So happy with my purchase!,5,positive,2024-12-23,146,False,56,12,4,POSITIVE,0.9998542070388794,positive
REV03012,Sports,New Balance,Works as expected. Would neither recommend nor discourage.,3,neutral,2024-12-27,129,False,58,12,4,NEGATIVE,0.88319993019104,negative
REV03013,Electronics,Dell,Functional product. Does the job. Pretty basic though.,4,neutral,2024-01-08,72,True,54,1,1,POSITIVE,0.9983128309249878,positive
REV03014,Home & Kitchen,Ninja,Standard quality. Meets basic requirements.,3,neutral,2024-03-06,33,True,43,3,1,POSITIVE,0.9993390440940857,positive
REV03015,Sports,Reebok,Best purchase I've made this year. Highly recommend to everyone.,4,positive,2024-10-07,149,True,64,10,4,POSITIVE,0.9998515844345093,positive
REV03016,Fashion,Zara,Mediocre product. Does what you need it to do.,4,neutral,2024-04-26,64,True,46,4,2,NEGATIVE,0.9973958730697632,negative
REV03017,Electronics,Apple,Exactly what I needed. Quality is top notch.,5,positive,2024-12-23,41,True,44,12,4,POSITIVE,0.9997501969337463,positive
REV03018,Beauty,CeraVe,Do NOT buy this. Stopped working after a few days.,2,negative,2024-06-02,44,True,50,6,2,NEGATIVE,0.9997135996818542,negative
REV03019,Automotive,Meguiar's,Mediocre product. Does what you need it to do.,3,neutral,2024-02-02,131,True,46,2,1,NEGATIVE,0.9973958730697632,negative
REV03020,Home & Kitchen,Dyson,Surprised by how good this is. Will order more.,5,positive,2024-01-30,84,False,47,1,1,POSITIVE,0.9998069405555725,positive
REV03021,Fashion,H&M,"Amazing product, great customer service, fast shipping!",5,positive,2024-04-12,65,False,55,4,2,POSITIVE,0.9998639822006226,positive
REV03022,Books,Simon & Schuster,Fantastic experience from start to finish. Love it!,5,positive,2024-05-18,100,True,51,5,2,POSITIVE,0.999889612197876,positive
REV03023,Automotive,WeatherTech,Exactly what I needed. Quality is top notch.,5,positive,2024-10-17,99,True,44,10,4,POSITIVE,0.9997501969337463,positive
REV03024,Beauty,L'Oreal,Complete disappointment. Expected much better quality.,1,negative,2024-07-21,30,True,54,7,3,NEGATIVE,0.9997788071632385,negative
REV03025,Electronics,Dell,Defective product. Very frustrated with this purchase.,1,negative,2024-07-24,33,True,54,7,3,NEGATIVE,0.9998204112052917,negative
REV03026,Fashion,H&M,Incredible value for money. Works exactly as described.,5,positive,2024-12-16,129,False,55,12,4,POSITIVE,0.999871015548706,positive
REV03027,Sports,Adidas,Surprised by how good this is. Will order more.,5,positive,2024-06-14,83,False,47,6,2,POSITIVE,0.9998069405555725,positive
REV03028,Food & Grocery,Kirkland,Outstanding quality and fast delivery. Will definitely buy again.,4,positive,2024-08-08,70,True,65,8,3,POSITIVE,0.9998725652694702,positive
REV03029,Electronics,Apple,Exactly what I needed. Quality is top notch.,5,positive,2024-07-31,135,True,44,7,3,POSITIVE,0.9997501969337463,positive
REV03030,Sports,Nike,"Amazing product, great customer service, fast shipping!",5,positive,2024-05-10,83,True,55,5,2,POSITIVE,0.9998639822006226,positive
REV03031,Home & Kitchen,Dyson,Do NOT buy this. Stopped working after a few days.,1,negative,2024-09-19,150,False,50,9,3,NEGATIVE,0.9997135996818542,negative
REV03032,Sports,Nike,This product changed my life. So happy with my purchase!,4,positive,2024-07-27,136,False,56,7,3,POSITIVE,0.9998542070388794,positive
REV03033,Electronics,Dell,Functional product. Does the job. Pretty basic though.,4,neutral,2024-01-22,16,False,54,1,1,POSITIVE,0.9983128309249878,positive
REV03034,Electronics,Samsung,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-06-01,68,True,59,6,2,POSITIVE,0.999882698059082,positive
REV03035,Beauty,CeraVe,"Product is okay, does what it says. Nothing special.",3,neutral,2024-12-21,85,True,52,12,4,NEGATIVE,0.7464097142219543,neutral
REV03036,Beauty,L'Oreal,Do NOT buy this. Stopped working after a few days.,2,negative,2024-04-18,68,True,50,4,2,NEGATIVE,0.9997135996818542,negative
REV03037,Books,Penguin,Complete disappointment. Expected much better quality.,1,negative,2024-10-21,124,True,54,10,4,NEGATIVE,0.9997788071632385,negative
REV03038,Sports,Adidas,Cheap and flimsy. Fell apart immediately. Don't waste your money.,1,negative,2024-04-17,92,False,65,4,2,NEGATIVE,0.9996438026428223,negative
REV03039,Sports,New Balance,Incredible value for money. Works exactly as described.,5,positive,2024-08-25,52,False,55,8,3,POSITIVE,0.999871015548706,positive
REV03040,Books,Random House,Surprised by how good this is. Will order more.,5,positive,2024-01-08,146,False,47,1,1,POSITIVE,0.9998069405555725,positive
REV03041,Food & Grocery,Trader Joe's,"Product is okay, does what it says. Nothing special.",4,neutral,2024-10-26,140,True,52,10,4,NEGATIVE,0.7464097142219543,neutral
REV03042,Home & Kitchen,Ninja,Fantastic experience from start to finish. Love it!,4,positive,2024-03-16,11,True,51,3,1,POSITIVE,0.999889612197876,positive
REV03043,Fashion,Zara,Terrible quality control. Mine arrived broken. Very unhappy.,2,negative,2024-03-12,85,False,60,3,1,NEGATIVE,0.9997050166130066,negative
REV03044,Electronics,LG,Five stars! Perfect in every way. Couldn't be happier.,4,positive,2024-04-26,24,False,54,4,2,POSITIVE,0.9998214840888977,positive
REV03045,Food & Grocery,Annie's,"Amazing product, great customer service, fast shipping!",5,positive,2024-11-08,93,True,55,11,4,POSITIVE,0.9998639822006226,positive
REV03046,Sports,Nike,"Amazing product, great customer service, fast shipping!",5,positive,2024-12-17,133,True,55,12,4,POSITIVE,0.9998639822006226,positive
REV03047,Beauty,L'Oreal,Outstanding quality and fast delivery. Will definitely buy again.,5,positive,2024-06-12,133,False,65,6,2,POSITIVE,0.9998725652694702,positive
REV03048,Sports,Nike,"It's decent for the price. Not great, not terrible.",3,neutral,2024-04-22,43,False,51,4,2,POSITIVE,0.9741641283035278,positive
REV03049,Electronics,Sony,Standard quality. Meets basic requirements.,4,neutral,2024-05-23,42,False,43,5,2,POSITIVE,0.9993390440940857,positive
REV03050,Books,Random House,Surprised by how good this is. Will order more.,4,positive,2024-08-15,49,True,47,8,3,POSITIVE,0.9998069405555725,positive
REV03051,Books,Random House,Fantastic experience from start to finish. Love it!,4,positive,2024-11-24,22,False,51,11,4,POSITIVE,0.999889612197876,positive
REV03052,Fashion,Levi's,Worst purchase ever. Complete waste of money. Avoid at all costs.,1,negative,2024-09-13,38,False,65,9,3,NEGATIVE,0.9998062252998352,negative
REV03053,Home & Kitchen,Ninja,Horrible experience. Product looks nothing like the photos.,1,negative,2024-07-31,140,True,59,7,3,NEGATIVE,0.9995336532592773,negative
REV03054,Books,HarperCollins,Exactly what I needed. Quality is top notch.,5,positive,2024-04-22,121,True,44,4,2,POSITIVE,0.9997501969337463,positive
REV03055,Food & Grocery,Clif Bar,Fantastic experience from start to finish. Love it!,4,positive,2024-03-18,43,True,51,3,1,POSITIVE,0.999889612197876,positive
REV03056,Food & Grocery,Clif Bar,"Amazing product, great customer service, fast shipping!",5,positive,2024-05-19,138,False,55,5,2,POSITIVE,0.9998639822006226,positive
REV03057,Electronics,Dell,Exactly what I needed. Quality is top notch.,5,positive,2024-10-24,82,False,44,10,4,POSITIVE,0.9997501969337463,positive
REV03058,Fashion,H&M,Incredible value for money. Works exactly as described.,5,positive,2024-10-30,134,True,55,10,4,POSITIVE,0.999871015548706,positive
REV03059,Electronics,LG,It's fine. Not what I was hoping for but acceptable.,3,neutral,2024-06-29,149,True,52,6,2,POSITIVE,0.9996135830879211,positive
REV03060,Automotive,Meguiar's,Mediocre product. Does what you need it to do.,3,neutral,2024-07-08,130,False,46,7,3,NEGATIVE,0.9973958730697632,negative
REV03061,Home & Kitchen,Ninja,Absolutely awful. Customer service was no help at all.,1,negative,2024-10-08,131,False,54,10,4,NEGATIVE,0.999640703201294,negative
REV03062,Books,HarperCollins,Outstanding quality and fast delivery. Will definitely buy again.,5,positive,2024-12-16,122,False,65,12,4,POSITIVE,0.9998725652694702,positive
REV03063,Fashion,Adidas,"Amazing product, great customer service, fast shipping!",5,positive,2024-04-02,29,True,55,4,2,POSITIVE,0.9998639822006226,positive
REV03064,Automotive,Bosch,Surprised by how good this is. Will order more.,4,positive,2024-10-17,138,False,47,10,4,POSITIVE,0.9998069405555725,positive
REV03065,Fashion,Levi's,"Product is okay, does what it says. Nothing special.",3,neutral,2024-09-07,1,False,52,9,3,NEGATIVE,0.7464097142219543,neutral
REV03066,Books,Scholastic,Best purchase I've made this year. Highly recommend to everyone.,4,positive,2024-10-27,33,True,64,10,4,POSITIVE,0.9998515844345093,positive
REV03067,Food & Grocery,Trader Joe's,"It's decent for the price. Not great, not terrible.",3,neutral,2024-11-06,59,True,51,11,4,POSITIVE,0.9741641283035278,positive
REV03068,Sports,New Balance,Standard quality. Meets basic requirements.,3,neutral,2024-11-07,116,True,43,11,4,POSITIVE,0.9993390440940857,positive
REV03069,Beauty,MAC,Exactly what I needed. Quality is top notch.,5,positive,2024-09-18,105,True,44,9,3,POSITIVE,0.9997501969337463,positive
REV03070,Beauty,MAC,Exactly what I needed. Quality is top notch.,4,positive,2024-09-06,113,True,44,9,3,POSITIVE,0.9997501969337463,positive
REV03071,Fashion,Adidas,Absolutely awful. Customer service was no help at all.,1,negative,2024-06-17,87,True,54,6,2,NEGATIVE,0.999640703201294,negative
REV03072,Automotive,Meguiar's,"Product is okay, does what it says. Nothing special.",3,neutral,2024-11-25,23,False,52,11,4,NEGATIVE,0.7464097142219543,neutral
REV03073,Beauty,CeraVe,Five stars! Perfect in every way. Couldn't be happier.,4,positive,2024-06-08,94,True,54,6,2,POSITIVE,0.9998214840888977,positive
REV03074,Fashion,Nike,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-01-27,26,True,54,1,1,POSITIVE,0.9998214840888977,positive
REV03075,Beauty,MAC,Absolutely awful. Customer service was no help at all.,1,negative,2024-08-15,29,False,54,8,3,NEGATIVE,0.999640703201294,negative
REV03076,Books,Scholastic,"Product is okay, does what it says. Nothing special.",3,neutral,2024-08-12,115,False,52,8,3,NEGATIVE,0.7464097142219543,neutral
REV03077,Electronics,Samsung,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-11-17,68,False,54,11,4,POSITIVE,0.9998214840888977,positive
REV03078,Books,Scholastic,"Amazing product, great customer service, fast shipping!",5,positive,2024-10-21,75,True,55,10,4,POSITIVE,0.9998639822006226,positive
REV03079,Beauty,Neutrogena,Standard quality. Meets basic requirements.,4,neutral,2024-01-12,16,False,43,1,1,POSITIVE,0.9993390440940857,positive
REV03080,Beauty,Maybelline,It's fine. Not what I was hoping for but acceptable.,3,neutral,2024-09-12,129,True,52,9,3,POSITIVE,0.9996135830879211,positive
REV03081,Fashion,Zara,It's fine. Not what I was hoping for but acceptable.,3,neutral,2024-12-27,41,True,52,12,4,POSITIVE,0.9996135830879211,positive
REV03082,Food & Grocery,Trader Joe's,"Amazing product, great customer service, fast shipping!",5,positive,2024-04-16,9,True,55,4,2,POSITIVE,0.9998639822006226,positive
REV03083,Fashion,Zara,Works as expected. Would neither recommend nor discourage.,3,neutral,2024-04-26,58,True,58,4,2,NEGATIVE,0.88319993019104,negative
REV03084,Sports,Nike,Incredible value for money. Works exactly as described.,4,positive,2024-06-26,65,True,55,6,2,POSITIVE,0.999871015548706,positive
REV03085,Books,Random House,Exactly what I needed. Quality is top notch.,5,positive,2024-06-02,74,False,44,6,2,POSITIVE,0.9997501969337463,positive
REV03086,Food & Grocery,Kirkland,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-11-19,146,False,64,11,4,POSITIVE,0.9998515844345093,positive
REV03087,Sports,Nike,Complete disappointment. Expected much better quality.,1,negative,2024-11-08,29,False,54,11,4,NEGATIVE,0.9997788071632385,negative
